z,charge,chargesum
0.000000000000000000e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
7.216572326611306321e-02,-0.000000000000000000e+00,-1.018878067535462947e-06
1.443314465322261264e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
2.164971697983392174e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
2.886628930644522528e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
3.608286163305653993e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
4.329943395966784347e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
5.051600628627914702e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
5.773257861289045056e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
6.494915093950176521e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
7.216572326611307986e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
7.938229559272437230e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
8.659886791933568695e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
9.381544024594699049e-01,-0.000000000000000000e+00,-1.018878067535462947e-06
1.010320125725582940e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.082485848991695976e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.154651572257809011e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.226817295523922269e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.298983018790035304e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.371148742056148340e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.443314465322261597e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.515480188588374411e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.587645911854487446e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.659811635120600481e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.731977358386713739e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
1.804143081652826774e+00,-0.000000000000000000e+00,-1.018878067535462947e-06
