z,charge,chargesum
0.000000000000000000e+00,3.512849794779407246e-08,-6.346383132185469693e-05
7.039139980729185175e-02,-3.512849794633155097e-08,-6.346630406599825609e-05
1.407827996145837035e-01,-0.000000000000000000e+00,-6.346630406599825609e-05
2.111741994218755691e-01,-0.000000000000000000e+00,-6.346630406599825609e-05
2.815655992291674070e-01,-1.756424897292202190e-08,-6.346754043807003567e-05
3.519569990364592726e-01,-0.000000000000000000e+00,-6.346754043807003567e-05
4.223483988437511383e-01,1.756424897350703116e-07,-6.345517671735194170e-05
4.927397986510430039e-01,-0.000000000000000000e+00,-6.345517671735194170e-05
5.631311984583348140e-01,-0.000000000000000000e+00,-6.345517671735194170e-05
6.335225982656267352e-01,-1.756424897350703116e-07,-6.346754043807003567e-05
7.039139980729185453e-01,-0.000000000000000000e+00,-6.346754043807003567e-05
7.743053978802103554e-01,-0.000000000000000000e+00,-6.346754043807003567e-05
8.446967976875022766e-01,-0.000000000000000000e+00,-6.346754043807003567e-05
9.150881974947941977e-01,-1.756424897389703623e-08,-6.346877681014186947e-05
9.854795973020860078e-01,-0.000000000000000000e+00,-6.346877681014186947e-05
1.055870997109377818e+00,1.756424897292202190e-08,-6.346754043807010344e-05
1.126262396916669628e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.196653796723961660e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.267045196531253470e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.337436596338545280e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.407827996145837091e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.478219395953129123e+00,-1.756424897389703623e-08,-6.346877681014193723e-05
1.548610795760420711e+00,-0.000000000000000000e+00,-6.346877681014193723e-05
1.619002195567712521e+00,1.756424897389703623e-08,-6.346754043807010344e-05
1.689393595375004553e+00,-0.000000000000000000e+00,-6.346754043807010344e-05
1.759784995182296363e+00,-1.756424897389703623e-08,-6.346877681014193723e-05
1.830176394989588395e+00,-0.000000000000000000e+00,-6.346877681014193723e-05
1.900567794796879983e+00,-0.000000000000000000e+00,-6.346877681014193723e-05
1.970959194604172016e+00,-1.756424897194701088e-08,-6.347001318221363549e-05
2.041350594411464048e+00,-1.756424897340952907e-08,-6.347124955428544218e-05
2.111741994218755636e+00,-1.756424896999698883e-08,-6.347248592635699137e-05
2.182133394026047668e+00,-1.756424897389703623e-08,-6.347372229842883871e-05
2.252524793833339256e+00,-0.000000000000000000e+00,-6.347372229842883871e-05
2.322916193640631288e+00,-0.000000000000000000e+00,-6.347372229842883871e-05
2.393307593447923320e+00,-0.000000000000000000e+00,-6.347372229842883871e-05
2.463698993255214909e+00,1.756424897389703623e-08,-6.347248592635699137e-05
2.534090393062506941e+00,-0.000000000000000000e+00,-6.347248592635699137e-05
2.604481792869798529e+00,-0.000000000000000000e+00,-6.347248592635699137e-05
2.674873192677090561e+00,1.756424897389703623e-08,-6.347124955428515758e-05
2.745264592484382593e+00,-0.000000000000000000e+00,-6.347124955428515758e-05
2.815655992291674181e+00,1.756424897340952907e-08,-6.347001318221336444e-05
2.886047392098965769e+00,-0.000000000000000000e+00,-6.347001318221336444e-05
2.956438791906258245e+00,-0.000000000000000000e+00,-6.347001318221336444e-05
3.026830191713549834e+00,-0.000000000000000000e+00,-6.347001318221336444e-05
3.097221591520841422e+00,4.875058405127131133e-19,-6.347001318221332379e-05
3.167612991328133454e+00,-0.000000000000000000e+00,-6.347001318221332379e-05
3.238004391135425042e+00,-1.756424897292202190e-08,-6.347124955428508982e-05
3.308395790942717518e+00,-0.000000000000000000e+00,-6.347124955428508982e-05
3.378787190750009106e+00,1.580782407650733294e-08,-6.347013681942044482e-05
3.449178590557300694e+00,-3.512849794779407246e-08,-6.347260956356411241e-05
3.519569990364592726e+00,-1.756424897292202190e-08,-6.347384593563587844e-05
3.589961390171884759e+00,-0.000000000000000000e+00,-6.347384593563587844e-05
3.660352789979176791e+00,-1.170949931593135666e-09,-6.347392836044066645e-05
3.730744189786468379e+00,-3.629944787792468870e-08,-6.347648352938902718e-05
3.801135589593759967e+00,-1.756424897340952907e-08,-6.347771990146083387e-05
3.871526989401052443e+00,1.756424897389703499e-09,-6.347759626425364507e-05
3.941918389208344031e+00,-2.341899863170021038e-08,-6.347924476034941894e-05
4.012309789015635175e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.082701188822928096e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.153092588630219240e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.223483988437511272e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.293875388244803304e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.364266788052095336e+00,-0.000000000000000000e+00,-6.347924476034941894e-05
4.434658187859386480e+00,9.750116810254262267e-19,-6.347924476034935118e-05
4.505049587666678512e+00,1.580782407611732588e-07,-6.346811741170309100e-05
4.575440987473970544e+00,-3.512849794701406232e-07,-6.349284485313927895e-05
4.645832387281262577e+00,5.854749657640674518e-09,-6.349243272911535242e-05
4.716223787088554609e+00,-1.756424897389703623e-08,-6.349366910118718621e-05
4.786615186895846641e+00,-1.756424897306827604e-07,-6.350603282190496848e-05
4.857006586703137785e+00,-0.000000000000000000e+00,-6.350603282190496848e-05
4.927397986510429817e+00,-0.000000000000000000e+00,-6.350603282190496848e-05
4.997789386317721849e+00,-1.756424897350703116e-07,-6.351839654262306245e-05
5.068180786125013881e+00,1.756424897340952907e-08,-6.351716017055125576e-05
5.138572185932305025e+00,-1.756424897194701088e-08,-6.351839654262295403e-05
5.208963585739597058e+00,-0.000000000000000000e+00,-6.351839654262295403e-05
5.279354985546889978e+00,1.756424897389703623e-08,-6.351716017055112024e-05
5.349746385354181122e+00,-0.000000000000000000e+00,-6.351716017055112024e-05
5.420137785161473154e+00,-0.000000000000000000e+00,-6.351716017055112024e-05
5.490529184968765186e+00,1.756424897194701088e-08,-6.351592379847942197e-05
5.560920584776056330e+00,1.756424897340952907e-08,-6.351468742640761528e-05
5.631311984583348362e+00,3.512849794681905813e-08,-6.351221468226401546e-05
5.701703384390640394e+00,-0.000000000000000000e+00,-6.351221468226401546e-05
5.772094784197931538e+00,-0.000000000000000000e+00,-6.351221468226401546e-05
5.842486184005223571e+00,-0.000000000000000000e+00,-6.351221468226401546e-05
5.912877583812516491e+00,1.814972393912484564e-08,-6.351093709778982154e-05
5.983268983619807635e+00,1.170949931593135666e-09,-6.351085467298503353e-05
6.053660383427099667e+00,1.756424897145950537e-09,-6.351073103577787183e-05
6.124051783234391699e+00,1.756424897389703623e-08,-6.350949466370602449e-05
6.194443183041682843e+00,-0.000000000000000000e+00,-6.350949466370602449e-05
6.264834582848974875e+00,5.854749657965678744e-09,-6.350908253968208441e-05
6.335225982656266908e+00,1.756424897389703623e-08,-6.350784616761025062e-05
6.405617382463558940e+00,-0.000000000000000000e+00,-6.350784616761025062e-05
6.476008782270850084e+00,-0.000000000000000000e+00,-6.350784616761025062e-05
6.546400182078143004e+00,5.269274692120359822e-08,-6.350413705139477635e-05
6.616791581885435036e+00,1.756424897389703623e-08,-6.350290067932294255e-05
