z,potential
8.010395282538551598e+00,-1.000858927470246185e+00
8.082561005804663523e+00,-1.000817413527089972e+00
8.154726729070777225e+00,-1.000788633628256319e+00
8.226892452336889150e+00,-1.000772969390425038e+00
8.299058175603002852e+00,-1.000767543390775893e+00
8.371223898869116553e+00,-1.000765071475483659e+00
8.443389622135228478e+00,-1.000757027257242138e+00
8.515555345401342180e+00,-1.000738839761947441e+00
8.587721068667454105e+00,-1.000709659438459465e+00
8.659886791933567807e+00,-1.000673905007644082e+00
8.732052515199681508e+00,-1.000637301103415533e+00
8.804218238465795210e+00,-1.000604988195487488e+00
8.876383961731907135e+00,-1.000577382378008418e+00
8.948549684998020837e+00,-1.000550824913497783e+00
9.020715408264134538e+00,-1.000522919322092807e+00
9.092881131530248240e+00,-1.000488377043977417e+00
9.165046854796360165e+00,-1.000446125950449572e+00
9.237212578062472090e+00,-1.000395717993884714e+00
9.309378301328585792e+00,-1.000337077371551198e+00
9.381544024594697717e+00,-1.000272937932786821e+00
9.453709747860811419e+00,-1.000206276469676192e+00
9.525875471126925120e+00,-1.000140167560179538e+00
9.598041194393038822e+00,-1.000078177591305240e+00
9.670206917659150747e+00,-1.000023257348804373e+00
9.742372640925264449e+00,-9.999782802100518619e-01
9.814538364191378150e+00,-9.999455662691620894e-01
9.886704087457491852e+00,-9.999270480664004257e-01
9.958869810723603777e+00,-9.999233728877674476e-01
1.003103553398971570e+01,-9.999351053314436966e-01
1.010320125725582940e+01,-9.999612658623838746e-01
1.017536698052194311e+01,-9.999989388959024117e-01
1.024753270378805503e+01,-1.000045999371226069e+00
1.031969842705416873e+01,-1.000095999202592401e+00
1.039186415032028243e+01,-1.000143428992805061e+00
1.046402987358639436e+01,-1.000181234920709539e+00
1.053619559685250806e+01,-1.000203804501713867e+00
1.060836132011862176e+01,-1.000207341250256565e+00
1.068052704338473546e+01,-1.000193695799900695e+00
1.075269276665084739e+01,-1.000167810275103930e+00
1.082485848991695931e+01,-1.000139513292541915e+00
1.089702421318307302e+01,-1.000115975389850531e+00
1.096918993644918672e+01,-1.000102446070826989e+00
1.104135565971529864e+01,-1.000096450087462063e+00
1.111352138298141234e+01,-1.000095578235603799e+00
1.118568710624752605e+01,-1.000094740443418173e+00
1.125785282951363975e+01,-1.000091589727373886e+00
1.133001855277975167e+01,-1.000086609384443825e+00
1.140218427604586537e+01,-1.000082536840722014e+00
1.147434999931197908e+01,-1.000083256823520506e+00
1.154651572257809278e+01,-1.000091545086341904e+00
1.161868144584420293e+01,-1.000108667313791555e+00
1.169084716911031663e+01,-1.000134846963823598e+00
1.176301289237643033e+01,-1.000169156612139565e+00
1.183517861564254225e+01,-1.000209660344369311e+00
