z,potential
0.0,-0.5000044407132876
0.07006874623381985,-0.5000029757158879
0.1401374924676397,-0.50000129655762
0.21020623870145955,-0.49999957447702287
0.2802749849352794,-0.49999806062928026
0.3503437311690993,-0.4999966248219397
0.4204124774029191,-0.4999947862393044
0.49048122363673896,-0.49999355948044333
0.5605499698705588,-0.49999205318887985
0.6306187161043787,-0.4999904353602493
0.7006874623381986,-0.49998892145060314
0.7707562085720184,-0.4999878123388971
0.8408249548058382,-0.499986058698892
0.910893701039658,-0.49998456418563203
0.9809624472734779,-0.4999832659226189
1.0510311935072978,-0.49998194365801096
1.1210999397411177,-0.4999805271228126
1.1911686859749375,-0.4999792219875097
1.2612374322087574,-0.4999779491366456
1.3313061784425773,-0.49997661118722164
1.4013749246763971,-0.49997530771095283
1.471443670910217,-0.4999739622367642
1.5415124171440369,-0.4999727897304899
1.6115811633778567,-0.49997139099721677
1.6816499096116764,-0.49997042278433335
1.7517186558454962,-0.499969021793445
1.821787402079316,-0.49996811361131593
1.891856148313136,-0.49996702753513017
1.9619248945469558,-0.4999656817511367
2.0319936407807755,-0.49996425717164855
2.1020623870145956,-0.49996325708419775
2.1721311332484152,-0.49996254220849917
2.2421998794822353,-0.4999617154303865
2.312268625716055,-0.4999596655462321
2.382337371949875,-0.4999593141748193
2.4524061181836947,-0.4999577207045342
2.522474864417515,-0.49995677365713476
2.5925436106513344,-0.4999564010045152
2.6626123568851545,-0.4999549578163788
2.732681103118974,-0.4999541597273553
2.8027498493527943,-0.4999526204176772
2.872818595586614,-0.4999525064925137
2.942887341820434,-0.49995140453102527
3.0129560880542536,-0.4999505124027518
3.0830248342880737,-0.4999494829941583
3.1530935805218934,-0.4999486677057606
3.2231623267557135,-0.4999480473905125
3.293231072989533,-0.4999471811125946
3.3632998192233527,-0.4999463174039666
3.4333685654571724,-0.4999454437661806
3.5034373116909925,-0.49994474174714953
3.573506057924812,-0.49994401674291894
3.643574804158632,-0.4999433074847965
3.713643550392452,-0.499942602474534
3.783712296626272,-0.49994185401302754
3.8537810428600916,-0.49994113964093617
3.9238497890939117,-0.49994050348591434
3.9939185353277313,-0.4999398514013686
4.063987281561551,-0.4999392772779172
4.1340560277953715,-0.4999389352794569
4.204124774029191,-0.4999385552237048
4.274193520263012,-0.49993704524771876
4.3442622664968304,-0.4999370368430509
4.414331012730651,-0.4999366507887101
4.484399758964471,-0.4999359252314511
4.55446850519829,-0.4999352693380898
4.62453725143211,-0.49993494633310676
4.69460599766593,-0.4999344066325824
4.76467474389975,-0.4999341110467732
4.83474349013357,-0.4999337474879618
4.904812236367389,-0.4999334006884056
4.974880982601209,-0.49993305035931107
5.04494972883503,-0.49993260057866057
5.115018475068849,-0.49993226679264674
5.185087221302669,-0.49993191803836123
5.2551559675364885,-0.4999315461054958
5.325224713770309,-0.499931052692698
5.395293460004129,-0.4999307553754804
5.465362206237948,-0.4999305317780873
5.535430952471768,-0.49993065907918144
5.6054996987055885,-0.4999303213168379
5.675568444939408,-0.49992996817640684
5.745637191173228,-0.49992974391371386
5.815705937407047,-0.499929557139348
5.885774683640868,-0.4999294072778367
5.955843429874688,-0.49992926317517117
6.025912176108507,-0.4999291514787297
6.095980922342327,-0.4999290657576799
6.1660496685761474,-0.49992895536990944
6.236118414809967,-0.4999288819351957
6.306187161043787,-0.4999288365894534
6.376255907277606,-0.49992865663773944
6.446324653511427,-0.4999287507046287
6.516393399745247,-0.49992887724362717
6.586462145979066,-0.4999287593466794
6.656530892212886,-0.49992887996584445
6.7265996384467055,-0.4999289962722514
6.796668384680526,-0.49992889977705135
6.866737130914345,-0.49992877512351724
6.936805877148165,-0.4999287725463725
7.006874623381985,-0.49992926290066725
7.0769433696158055,-0.49992907733691916
7.147012115849624,-0.49992946589595316
7.217080862083445,-0.49992988397525395
7.287149608317264,-0.49993008906201664
7.357218354551085,-0.49993022992373826
7.427287100784904,-0.4999305641905791
7.497355847018724,-0.49993065901486333
7.567424593252544,-0.4999308948398857
7.637493339486364,-0.49993160845657486
7.707562085720183,-0.4999311012786863
7.777630831954004,-0.49993184209171565
7.847699578187823,-0.4999322116947479
7.917768324421644,-0.49993265667143233
7.987837070655463,-0.4999326148208723
8.057905816889283,-0.49993337115215075
8.127974563123102,-0.49993372892830557
8.198043309356922,-0.49993408660195987
8.268112055590743,-0.49993453978136343
8.338180801824564,-0.4999350777520356
8.408249548058382,-0.49993547867376426
8.478318294292201,-0.4999359914971516
8.548387040526023,-0.4999364224224774
8.618455786759842,-0.4999370365480535
8.688524532993661,-0.49993758060127874
8.758593279227481,-0.49993806951778047
8.828662025461302,-0.4999386780504746
8.898730771695122,-0.4999393469369172
8.968799517928941,-0.49994025325845465
9.03886826416276,-0.4999406790808965
9.10893701039658,-0.4999412669075436
9.179005756630401,-0.49994225160850697
9.24907450286422,-0.4999425341686079
9.31914324909804,-0.49994344318412576
9.38921199533186,-0.49994372527585307
9.459280741565681,-0.4999444679692709
9.5293494877995,-0.4999454182034947
9.599418234033319,-0.4999461304734834
9.66948698026714,-0.4999471661865294
9.73955572650096,-0.4999482255358169
9.809624472734779,-0.49994869286113475
9.8796932189686,-0.4999499871281016
9.949761965202418,-0.4999504651763426
10.01983071143624,-0.499951504099788
10.08989945767006,-0.4999521248999507
10.159968203903878,-0.4999532201509755
10.230036950137698,-0.4999542083668141
10.300105696371519,-0.4999548445816369
10.370174442605338,-0.4999561596548574
10.440243188839158,-0.49995722096137757
10.510311935072977,-0.4999578718603402
10.5803806813068,-0.49995888313535186
10.650449427540618,-0.4999600986285386
